	0	1	2	3	4	5	6	7	8	9
contribution	0.0	0.0028146812692284584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
industry	0.0	0.0028146812692284584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
serving	0.0	0.0028146812692284584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
founder	0.0	0.0028146812692284584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
campus	0.0	0.0028146812692284584	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0007137759239412844	0.0	0.0
programmes	0.0	0.0028146812692284584	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.015123732388019562	0.0
service	0.0	0.0028146812692284584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
banking	0.0	0.0	0.01037068571895361	0.0007137759239412844	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
financial	0.0	0.0	0.007809990085661411	0.0007137759239412844	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
robotic	0.0	0.0	0.006529641337692738	0.0	0.0	0.0007137759239412844	0.0	0.0	0.0	0.0
patients	0.0	0.0	0.005249290727078915	0.0007137760403566062	0.0	0.0007137759239412844	0.030038969591259956	0.0	0.0	0.0
web	0.0	0.0	0.005249290727078915	0.0	0.0	0.0	0.0	0.0	0.0	0.0
including	0.0	0.0	0.005249290727078915	0.0007137759239412844	0.0057292114943265915	0.0007137759239412844	0.003093590261414647	0.0007137759239412844	0.0	0.0
young	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
future	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
global	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
hands	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
time	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
different	0.0	0.0	0.003968939650803804	0.0007137759239412844	0.0	0.0007137759239412844	0.0	0.0	0.0	0.0
found	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
touch	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
countries	0.0	0.0	0.003968939650803804	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
business	0.0	0.0	0.003968939650803804	0.0	0.0057292114943265915	0.0007137759239412844	0.0	0.0	0.011434980668127537	0.0
families	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
develop	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
information	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.003093590261414647	0.0	0.007746223360300064	0.0
awarded	0.0	0.0	0.003968939650803804	0.0	0.003881024196743965	0.0007137759239412844	0.0	0.0007137759239412844	0.0	0.0
region	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
citibankers	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
knowledge	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
physiotherapy	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
completion	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
commitment	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
services	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
additional	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
help	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0	0.0	0.0
program	0.0	0.0	0.003968939650803804	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
translation	0.0	0.0	0.003968939185142517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conference	0.0	0.0	0.003968939185142517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
muscle	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
final	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
experience	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
end	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electromyography	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
outstanding	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
management	0.0	0.0	0.0026885822881013155	0.0	0.003881024196743965	0.0	0.0	0.0	0.007746223360300064	0.0
practical	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
communities	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
motion	0.0	0.0	0.0026885822881013155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cancer	0.0	0.0	0.0	0.0007137760403566062	0.0	0.0	0.040018726140260696	0.0	0.0	0.0
study	0.0	0.0	0.0	0.0007137759239412844	0.0057292114943265915	0.0007137759239412844	0.00409157108515501	0.0	0.004057440906763077	0.010342974215745926
caregivers	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.017065273597836494	0.0	0.0	0.0
sound	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0007137759239412844	0.0	0.0	0.0	0.014399094507098198
fighter	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.007085506804287434	0.0	0.0	0.0
family	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.018063250929117203	0.0	0.0	0.0
symptoms	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.011077413335442543	0.0	0.0	0.0
quality	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.006087528076022863	0.0	0.0	0.0
interventions	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.011077413335442543	0.0	0.0	0.0
lung	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.01307336799800396	0.0	0.0	0.0
positive	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.006087528076022863	0.0	0.0	0.0
psychosocial	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.01307336799800396	0.0	0.0	0.0
learning	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0007137759239412844	0.0	0.0	0.0	0.012371036224067211
anxiety	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.007085506804287434	0.0	0.0	0.0
course	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.009081459604203701	0.0	0.0	0.0
children	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0007137759239412844	0.0	0.0	0.0	0.012371036224067211
world	0.0	0.0	0.0	0.0	0.01127375103533268	0.0007137759239412844	0.0	0.0	0.0	0.0
sciences	0.0	0.0	0.0	0.0	0.0075773922726511955	0.0007137759239412844	0.0	0.0	0.0	0.0
collaboration	0.0	0.0	0.0	0.0	0.0075773922726511955	0.0	0.0	0.0	0.0	0.0
school	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
engineering	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
opportunities	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0007137759239412844	0.0	0.0
high	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
international	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0007137759239412844	0.0	0.0	0.0	0.0
today	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
top	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
able	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
academic	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.00409157108515501	0.0	0.0	0.0
leading	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
mongolian	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
rankings	0.0	0.0	0.0	0.0	0.0057292114943265915	0.0	0.0	0.0	0.0	0.0
such	0.0	0.0	0.0	0.0	0.0038810246624052525	0.0	0.00409157108515501	0.0	0.0	0.0
regional	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
senior	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
advancement	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
increase	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
advisor	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
facilities	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
year	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.008083482272922993	0.0007137759239412844	0.004057440906763077	0.0
standards	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
exchange	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
progress	0.0	0.0	0.0	0.0	0.003881024196743965	0.0007137759239412844	0.0	0.0	0.0	0.0
talented	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
according	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
based	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
competitive	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
interests	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
innovation	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
encouraged	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
leaders	0.0	0.0	0.0	0.0	0.003881024196743965	0.0	0.0	0.0	0.0	0.0
awareness	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.0	0.012371036224067211
language	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.0	0.01642715558409691
many	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.0	0.004258777480572462
programme	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0	0.026189981028437614	0.0
types	0.0	0.0	0.0	0.0	0.0	0.0007137758657336235	0.0	0.0	0.0	0.0
degree	0.0	0.0	0.0	0.0	0.0	0.0	0.007085506804287434	0.0	0.004057440906763077	0.0
distress	0.0	0.0	0.0	0.0	0.0	0.0	0.006087528076022863	0.0	0.0	0.0
health	0.0	0.0	0.0	0.0	0.0	0.0	0.006087528076022863	0.0	0.0	0.0
effects	0.0	0.0	0.0	0.0	0.0	0.0	0.006087528076022863	0.0	0.0	0.0
life	0.0	0.0	0.0	0.0	0.0	0.0	0.006087528076022863	0.0	0.0	0.0
amp	0.0	0.0	0.0	0.0	0.0	0.0	0.005089550744742155	0.0	0.0	0.0
courses	0.0	0.0	0.0	0.0	0.0	0.0	0.005089550744742155	0.0	0.0	0.0
please	0.0	0.0	0.0	0.0	0.0	0.0	0.005089550279080868	0.0	0.0	0.0
coping	0.0	0.0	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.0	0.0
associate	0.0	0.0	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.0	0.0
class	0.0	0.0	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.0	0.0
physical	0.0	0.0	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.0	0.0
non-local	0.0	0.0	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.0	0.0
studies	0.0	0.0	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.0	0.0
sleep	0.0	0.0	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.0	0.0
depressive	0.0	0.0	0.0	0.0	0.0	0.0	0.00409157108515501	0.0	0.0	0.0
communication	0.0	0.0	0.0	0.0	0.0	0.0	0.003093590261414647	0.0	0.0	0.0
care	0.0	0.0	0.0	0.0	0.0	0.0	0.00309358979575336	0.0	0.0	0.0
previous	0.0	0.0	0.0	0.0	0.0	0.0	0.00309358979575336	0.0	0.0	0.0
held	0.0	0.0	0.0	0.0	0.0	0.0	0.00309358979575336	0.0	0.0	0.0
special	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
field	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.004057440906763077	0.0
various	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
nurture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
workplace	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
test	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137759239412844	0.0	0.0
using	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137758657336235	0.0	0.0
variety	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137758657336235	0.0	0.0
vary	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137758657336235	0.0	0.0
universal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007137758657336235	0.0	0.004258777480572462
details	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007746223360300064	0.0
applications	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007746223360300064	0.0
application	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007746223360300064	0.0
intelligence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007746223360300064	0.0
systems	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007746223360300064	0.0
software	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
targeting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
chain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
commence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
list	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
aim	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
customer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
credit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
classes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
technical	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
invites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
leader	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
applicants	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
call	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
arm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
lasts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
send	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
semesters	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
semester	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
round	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
room	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
risk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
reservations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
managerial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
areas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
philosophies	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
parties	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
organizational	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
mining	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
master	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
managers	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
hkcyberu.com	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
reimbursable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
focuses	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004057440906763077	0.0
child	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010342974215745926
characters	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008314910344779491
