;idno;univ;year;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
1316;cu2005;CUHK;2015;0.4123834073543549;0.0;0.0;0.0;0.0;0.0;0.0;0.02595161087810993;0.0;0.0;0.0;0.0;0.0;0.0;0.04105433076620102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.446250319480896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.069231778383255;0.0
1317;cu2006;CUHK;2015;0.028570974245667458;0.0;0.0;0.0;0.0;0.05123880133032799;0.0;0.06492529064416885;0.0;0.0;0.0;0.0;0.0;0.0;0.5878044366836548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15940219163894653;0.0;0.0;0.0;0.0;0.1019466146826744;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1318;cu2007;CUHK;2015;0.0;0.165199413895607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1962316632270813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0853082612156868;0.0;0.0;0.0;0.0;0.0;0.0;0.08049654215574265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4641308188438416;0.0;0.0;0.0
1319;cu2008;CUHK;2015;0.2441732734441757;0.0;0.0;0.0;0.0;0.0;0.0;0.31523996591567993;0.02031712234020233;0.0;0.0;0.0;0.0;0.18697603046894076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025162015110254288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14704550802707672;0.02333218790590763;0.0;0.031411807984113686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1320;cu2009;CUHK;2015;0.3641833961009979;0.07908656448125839;0.0;0.0;0.0;0.0;0.0;0.31178611516952515;0.0;0.0;0.0;0.0;0.0;0.0;0.1327616423368454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04037637636065483;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06425563246011734;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1321;cu2010;CUHK;2015;0.0;0.0;0.7670636773109436;0.0;0.0;0.0;0.0;0.010756660252809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20850823819637296
1322;cu2012;CUHK;2015;0.4720436334609986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016576319932937622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4616223573684693;0.0;0.0;0.0;0.0;0.034409549087285995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1323;cu2014;CUHK;2015;0.5091716051101685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4822390973567962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1324;cu2015;CUHK;2015;0.1283639520406723;0.0;0.15636681020259854;0.0;0.0;0.0;0.0;0.32857993245124817;0.0;0.0;0.0;0.01427062414586544;0.22354306280612946;0.0;0.023615218698978424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07910802215337752;0.0;0.0;0.0;0.0;0.0;0.0;0.0411871001124382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1325;cu2016;CUHK;2015;0.1089869663119316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02964246086776257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16399070620536804;0.0;0.3577819466590881;0.1444518119096756;0.0;0.1906055212020874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1326;cu2017;CUHK;2015;0.1151849627494812;0.0984831303358078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09881500899791718;0.0;0.2879052460193634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2923944890499115;0.0;0.0;0.0;0.0;0.0;0.08874715864658356;0.0
1327;cu2018;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.983939290046692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1328;cu2019;CUHK;2015;0.0;0.0;0.0;0.026358474045991898;0.0;0.0;0.0;0.011367831379175186;0.0;0.15497587621212006;0.0;0.0;0.0;0.0;0.0;0.0;0.10661322623491287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5084582567214966;0.0;0.0;0.028246741741895683;0.0;0.0;0.0;0.0;0.0;0.0;0.03072405979037285;0.0;0.0;0.0;0.0;0.12261845916509627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1329;cu2020;CUHK;2015;0.0;0.2934500575065613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1991974413394928;0.0;0.0;0.0;0.0;0.0;0.0;0.08150994032621384;0.0;0.0;0.0;0.0662478432059288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16252222657203674;0.0;0.07489664852619171;0.05113639310002327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05305730924010277;0.0
1330;cu2021;CUHK;2015;0.0;0.11207404732704164;0.0;0.08159515261650085;0.0;0.0;0.0;0.17057237029075625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06126718968153;0.0;0.0;0.10650799423456192;0.0;0.03946967422962189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4188710153102875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1331;cu2022;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6492955684661865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3424860239028931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1332;cu2023;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21118572354316711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7821433544158936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1333;cu2024;CUHK;2015;0.4239178001880646;0.0;0.0;0.12666237354278564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10442916303873062;0.0;0.0;0.023495838046073917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3148415982723236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1334;cu2025;CUHK;2015;0.05189575999975205;0.4326009750366211;0.0;0.0;0.0645657628774643;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06071263179183006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03684764355421066;0.0;0.0;0.3294567465782165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019934704527258876;0.0;0.0;0.0
1335;cu2027;CUHK;2015;0.0;0.0;0.3836164772510529;0.0;0.0;0.0;0.0;0.010193315334618092;0.0;0.013236895203590391;0.0;0.0;0.0;0.0;0.0;0.0;0.1681426167488098;0.032870437949895866;0.0;0.0;0.018447846174240112;0.0;0.0;0.0567866675555706;0.06900272518396378;0.0;0.0;0.0;0.0;0.0;0.0;0.030048858374357224;0.0;0.0;0.0;0.0;0.08979567140340805;0.0;0.0;0.021142499521374702;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06372825056314467;0.0;0.03376829624176025
1336;cu2028;CUHK;2015;0.06305655092000961;0.4356426298618317;0.0;0.0;0.0633116066455841;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06396165490150453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03502606227993965;0.0;0.0;0.3025026321411133;0.0;0.0;0.0;0.0;0.015041861683130263;0.0;0.0;0.0;0.017815133556723598;0.0;0.0;0.0
1337;cu2030;CUHK;2015;0.13296298682689667;0.0;0.0;0.2704966068267822;0.0;0.0;0.042264267802238464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2936941385269165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10594729334115982;0.0;0.084367536008358;0.0;0.0;0.0;0.0;0.0;0.06578560173511505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1338;cu2031;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11944051831960678;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05339539796113968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09124375879764557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056699618697166436;0.0;0.0;0.0;0.0;0.0;0.32545745372772217;0.3484534025192261;0.0
1339;cu2033;CUHK;2015;0.0;0.3123663663864136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11649371683597565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15527601540088656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.405729204416275;0.0
1340;cu2034;CUHK;2015;0.20612139999866488;0.1136595755815506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08704371750354767;0.0;0.24309833347797394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.341837614774704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1341;cu2035;CUHK;2015;0.0;0.3529953360557556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06882344186306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18617111444473267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3797527253627777;0.0
1342;cu2036;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9848177433013916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1343;cu2037;CUHK;2015;0.0578114464879036;0.0;0.0;0.0;0.0;0.0;0.5168719887733461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010874742642045021;0.0;0.013413209468126295;0.0;0.20079180598258967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07113989442586899;0.08049479871988298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042455170303583145;0.0;0.0
1344;cu2038;CUHK;2015;0.24960896372795105;0.059684693813323975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04121131077408791;0.0;0.03644926473498344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5532054305076599;0.0;0.03375198692083359;0.0;0.0;0.019883682951331142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1345;cu2039;CUHK;2015;0.0;0.3288584649562836;0.0;0.1956148594617844;0.0;0.018387049436569214;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03995060920715332;0.0;0.0;0.0;0.0;0.0;0.0770912766456604;0.0;0.0;0.0;0.0;0.3067965805530548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019116230309009552
1346;cu2040;CUHK;2015;0.1662236452102661;0.15814943611621854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0963217094540596;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03212623670697212;0.0;0.0;0.0;0.4985952973365784;0.0;0.03663628175854683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1347;cu2041;CUHK;2015;0.0;0.0;0.0;0.10191038250923157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06265074014663696;0.0;0.0;0.0;0.13880731165409088;0.0;0.0;0.0;0.09999716281890868;0.010238076560199259;0.0;0.0;0.0;0.0;0.0;0.0;0.015205848030745985;0.0;0.07725498080253601;0.0;0.017937246710062027;0.0;0.0;0.3897847235202789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06548768281936647
1348;cu2042;CUHK;2015;0.4899812638759613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2624655365943909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11407119035720825;0.0;0.0;0.0;0.11319220811128615;0.0;0.0;0.0
1349;cu2043;CUHK;2015;0.0;0.3540407419204712;0.024101799353957176;0.04429154843091965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31002700328826904;0.11120177060365677;0.0;0.1320568323135376;0.0;0.0;0.0;0.0;0.019270895048975945;0.0;0.0;0.0;0.0;0.0
1350;cu2044;CUHK;2015;0.16779986023902893;0.09660357236862184;0.0;0.0;0.0;0.06053440272808075;0.0;0.0;0.0;0.0;0.0;0.0;0.014313339255750181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6008483171463013;0.0;0.0;0.0;0.05429671704769135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1351;cu2045;CUHK;2015;0.0;0.0;0.0;0.11179821193218233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3301564455032349;0.0;0.0;0.40415501594543457;0.016311397776007652;0.0;0.06380292773246765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027202989906072617;0.0;0.0;0.03316985070705414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1352;cu2046;CUHK;2015;0.4276967346668243;0.0;0.0;0.0;0.0;0.0;0.0;0.12425078451633452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29645949602127075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12089938670396805;0.0
1353;cu2047;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9843026399612428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1354;cu2048;CUHK;2015;0.0;0.0;0.2987051606178284;0.0;0.0;0.0;0.0;0.022173039615154263;0.0;0.0;0.0;0.05260587111115456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06693290919065475;0.0;0.0;0.022034775465726845;0.0;0.0;0.0;0.0;0.0;0.0;0.07913202047348022;0.0;0.0;0.0;0.0;0.014803375117480757;0.027887435629963875;0.04448491334915161;0.0;0.0;0.0;0.0;0.0;0.0;0.1438801884651184;0.0;0.0;0.20419485867023468;0.0;0.020873544737696648
1355;cu2049;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7527451515197754;0.0;0.0;0.0;0.0;0.0;0.027406653389334682;0.0;0.2094330191612244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1356;cu2051;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9956431984901428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1357;cu2052;CUHK;2015;0.0;0.0;0.2909790277481079;0.0;0.0;0.2236286550760269;0.0;0.0;0.0;0.0;0.0;0.0;0.3695871233940125;0.0;0.0;0.0;0.07351202517747879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027725230902433395
1358;cu2053;CUHK;2015;0.136029452085495;0.0;0.0;0.04968700185418129;0.0;0.0;0.07609225064516068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7319681644439697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1359;cu2054;CUHK;2015;0.08046025782823563;0.0;0.0;0.11322052776813507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011506541632115841;0.0;0.1140146479010582;0.0;0.0;0.0;0.0;0.019122309982776642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33793962001800537;0.0;0.0;0.0;0.2768805921077728;0.0;0.0;0.0;0.0423986166715622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1360;cu2055;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.951652765274048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1361;cu2056;CUHK;2015;0.5153326988220215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03752850741147995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3941234946250916;0.0;0.0;0.0;0.0;0.0;0.0;0.018779657781124115;0.0;0.0;0.0;0.0272994376718998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1362;cu2057;CUHK;2015;0.0;0.0;0.08736130595207214;0.2438955307006836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013503347523510456;0.11634737253189087;0.18923966586589813;0.0;0.0;0.0;0.0;0.0;0.0;0.11096379905939102;0.0;0.05363650619983673;0.0;0.0;0.0;0.0;0.031353846192359924;0.0;0.0;0.017401773482561108;0.0;0.029610557481646538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10395892709493636;0.0;0.0;0.0;0.0;0.0
1363;cu2058;CUHK;2015;0.421040952205658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022086896002292637;0.0;0.0;0.11340700834989548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3564988374710083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08068585395812987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1364;cu2059;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06331935524940491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24980276823043826;0.0;0.0;0.0;0.2698876261711121;0.0;0.13898587226867676;0.19780127704143524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06596202403306961;0.0;0.0;0.0
1365;cu2060;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9843026399612428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1366;cu2061;CUHK;2015;0.0;0.0;0.6754717230796814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04276453703641892;0.0;0.0;0.12463342398405075;0.0;0.13457255065441132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0169640313833952
1367;cu2062;CUHK;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.992264211177826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1368;cu2063;CUHK;2015;0.15665285289287567;0.18059679865837094;0.0;0.0;0.0;0.0;0.0;0.09157246351242064;0.0;0.0;0.0;0.0;0.0;0.06966561079025269;0.1472814381122589;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07436497509479523;0.0;0.0;0.0;0.08977384865283966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13968519866466522;0.0;0.0;0.0;0.043192002922296524;0.0
1369;cu2064;CUHK;2015;0.20657145977020264;0.0;0.14174139499664307;0.21381506323814392;0.0;0.0;0.0;0.0;0.0;0.0611373670399189;0.0;0.0;0.10457511991262436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06428436189889908;0.0;0.0;0.0;0.0;0.0;0.19551819562911987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1370;cu2065;CUHK;2015;0.0;0.0;0.028898064047098163;0.0;0.0;0.0;0.0;0.6608879566192627;0.0;0.0;0.0;0.0;0.09000887721776962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013249908573925495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07144924998283386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12528029084205627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1371;cu2066;CUHK;2015;0.26995500922203064;0.0;0.0;0.03664803132414818;0.0;0.014173607341945171;0.0;0.20888830721378326;0.0;0.0;0.0;0.0;0.07686396688222885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30178648233413696;0.0;0.0;0.07283208519220352;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014412826858460903;0.0
1372;cu2067;CUHK;2015;0.2912346720695496;0.0;0.015615581534802912;0.0;0.0;0.0;0.0;0.04286651313304901;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.046934664249420166;0.0;0.0;0.4899978339672089;0.0;0.0;0.0;0.0;0.0;0.1069222018122673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
