;idno;univ;year;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
24;cu0056;CUHK;2010;0.0;0.0;0.3314700424671173;0.14267998933792114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.031676046550273895;0.0;0.0;0.0;0.02071451768279076;0.0;0.0;0.0;0.17129091918468475;0.03401172161102295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016840426251292232;0.0;0.0;0.0;0.0;0.08806197345256805;0.04374917596578598;0.0;0.07274504005908966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04374461993575096
25;cu0057;CUHK;2010;0.2517503201961517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37071743607521057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1816822737455368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19139599800109866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;cu0059;CUHK;2010;0.0;0.04420402646064758;0.0;0.15619216859340668;0.014153588563203812;0.0;0.0;0.06773341447114943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0636291354894638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01893568783998489;0.5421307682991028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08234023302793503;0.0;0.0;0.0
27;cu0060;CUHK;2010;0.4703302979469299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04992382228374481;0.0;0.0;0.0;0.06291519105434418;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016918670386075974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3181430995464325;0.0;0.0;0.0;0.0;0.06519091874361037;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;cu0061;CUHK;2010;0.15924541652202606;0.19483469426631927;0.0;0.0;0.0;0.0;0.0;0.0643145889043808;0.0;0.0;0.0;0.0;0.0;0.0;0.129273921251297;0.030343759804964062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030608756467700005;0.0;0.09447617083787918;0.0;0.0;0.0;0.0;0.0;0.12780925631523132;0.1344425529241562;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03168940544128418;0.0;0.0
29;cu0062;CUHK;2010;0.0;0.07417234033346176;0.43416857719421387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4551218748092651;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029188236221671108
30;cu0063;CUHK;2010;0.5310825705528259;0.061554819345474236;0.0;0.12543770670890808;0.0;0.0;0.0387950986623764;0.0;0.0;0.0;0.0;0.0;0.03124499507248402;0.09955774247646333;0.017151940613985058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0682361051440239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018620040267705917;0.0;0.0;0.0;0.0;0.0;0.0
31;cu0064;CUHK;2010;0.1697884052991867;0.044265925884246826;0.0;0.0;0.0;0.02345508337020874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17674674093723294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043327640742063515;0.0;0.0;0.0;0.0;0.0;0.1893928200006485;0.20744888484478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14238755404949188;0.0;0.0
32;cu0065;CUHK;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018983842805027958;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47831845283508295;0.298568993806839;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02901392802596092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16933895647525787;0.0;0.0
33;cu0066;CUHK;2010;0.464593231678009;0.029338769614696506;0.0;0.0;0.04926929622888565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02370368503034115;0.0;0.0;0.0;0.0617092102766037;0.0;0.0;0.3642387688159943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;cu0068;CUHK;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1043700873851776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39662736654281616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3740177750587464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07142868638038635;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047881700098514564
35;cu0069;CUHK;2010;0.0;0.3980486690998077;0.0;0.0;0.0;0.0;0.0;0.2765800058841705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18297411501407626;0.0;0.0;0.0;0.0;0.0;0.054301291704177856;0.0;0.0;0.0;0.0;0.010947197675704956;0.0;0.0;0.06896340101957321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;cu0070;CUHK;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08397196233272552;0.0;0.0;0.0;0.0;0.0;0.5931748151779175;0.0;0.0;0.0;0.0;0.0;0.0;0.12325260043144225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14246903359889984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05036231875419617;0.0;0.0;0.0
37;cu0074;CUHK;2010;0.4794026911258698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07410106807947159;0.0;0.0;0.0;0.0;0.24784283339977264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1418067365884781;0.0;0.0;0.0;0.0;0.0;0.042629972100257874;0.0;0.0;0.0;0.0;0.0;0.0
38;cu0075;CUHK;2010;0.1880558878183365;0.0;0.05508952587842941;0.11578526347875595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.060327980667352676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30689728260040283;0.016424352303147316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2485478520393372;0.0;0.0
39;cu0076;CUHK;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4505114555358887;0.0;0.0;0.0;0.0;0.11096318066120148;0.0;0.0;0.0;0.06782106310129166;0.0;0.1392861157655716;0.0;0.0;0.0;0.0;0.0;0.05274125561118126;0.0;0.0;0.0;0.07072915136814117;0.07304324954748154;0.0;0.03108000010251999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;cu0077;CUHK;2010;0.149543896317482;0.4931732714176178;0.0;0.0;0.0;0.0;0.0;0.15327197313308716;0.0;0.0;0.0;0.0;0.053657568991184235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08527213335037231;0.0;0.0;0.0;0.0;0.0;0.04407138004899025;0.0
41;cu0078;CUHK;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.599705696105957;0.0;0.0;0.0;0.0;0.0;0.07229148596525192;0.0;0.3218621611595154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;cu0080;CUHK;2010;0.062206245958805084;0.04650181159377098;0.015865137800574303;0.24051816761493686;0.0;0.08952367305755615;0.0;0.212166965007782;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.051913850009441376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21797260642051694;0.03481708839535713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43;cu0084;CUHK;2010;0.08506809920072557;0.0;0.20217111706733704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22486786544322968;0.0;0.3673025071620941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11426768451929092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;cu0085;CUHK;2010;0.0;0.0;0.3932611346244812;0.1251518875360489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33730465173721313;0.0363391786813736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10439557582139967;0.0;0.0
45;cu0087;CUHK;2010;0.0530933178961277;0.0;0.3234094679355621;0.0;0.0;0.0;0.0;0.1674031913280487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056483469903469086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3464471995830536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.049454201012849815;0.0;0.0;0.0
46;cu0088;CUHK;2010;0.034079790115356445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01996568217873573;0.0;0.4095594882965088;0.158991277217865;0.0;0.0;0.0;0.0;0.010177632793784142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04026753827929497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12470650672912598;0.11995565891265868;0.0;0.0;0.07261832803487778
47;cu0094;CUHK;2009;0.4741175472736359;0.2286960333585739;0.0;0.0;0.0;0.0;0.12829740345478058;0.0730433240532875;0.0;0.0;0.0;0.0;0.07139073312282562;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;cu0098;CUHK;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11070990562438963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2958604395389557;0.046853702515363686;0.5340989828109741;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;cu0099;CUHK;2009;0.07713817805051804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.031544100493192666;0.0;0.0;0.0;0.1696980893611908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5837001800537109;0.0;0.10874491930007936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01818819902837276;0.0;0.0;0.0
50;cu0101;CUHK;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03969774767756462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9404249787330629;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;cu0102;CUHK;2009;0.13570490479469302;0.02002472057938576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.061212040483951576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2470192611217499;0.525710940361023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;cu0103;CUHK;2009;0.3112956285476685;0.20043060183525085;0.0668613463640213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05126379802823067;0.0;0.0;0.0;0.0;0.0;0.0;0.010703547857701778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15188166499137878;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0443272590637207;0.0;0.15558086335659027;0.0;0.0
53;cu0104;CUHK;2009;0.08132147043943405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09198150783777237;0.0;0.0;0.026435233652591702;0.0;0.0;0.0;0.02253105863928795;0.0;0.02952744998037815;0.0;0.031243255361914638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03988058865070343;0.0;0.02385677956044674;0.05582791194319725;0.03905531018972397;0.0;0.0;0.0;0.0;0.0;0.0;0.035793136805295944;0.0;0.0;0.5022844672203064;0.0;0.0
54;cu0109;CUHK;2009;0.465502142906189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021386709064245224;0.0;0.4835436344146729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
