	id	filename	author	title	year	2	3	14	7	15	19	13	8	6	0	17	12	10	5	18	9	1	11	16	4
0	0	alexis_sacken_1910_000.txt	alexis	sacken	1910	0.38026366	0.3019728	0.30713886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1	alexis_sacken_1910_001.txt	alexis	sacken	1910	0.0	0.16023831	0.0	0.055825267	0.78309065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2	alexis_sacken_1910_002.txt	alexis	sacken	1910	0.0	0.33035457	0.0	0.0	0.5206243	0.14810683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3	alexis_sacken_1910_003.txt	alexis	sacken	1910	0.0	0.2998726	0.0	0.0	0.32033157	0.0	0.37883973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4	alexis_sacken_1910_004.txt	alexis	sacken	1910	0.0	0.10217455	0.0	0.0	0.89697284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5	alexis_sacken_1910_005.txt	alexis	sacken	1910	0.0	0.053953696	0.0	0.0	0.5846724	0.0	0.0	0.36063513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	6	alexis_sacken_1910_006.txt	alexis	sacken	1910	0.0	0.0	0.0	0.0	0.9778462	0.0	0.0	0.0	0.014340489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	7	alexis_sacken_1910_007.txt	alexis	sacken	1910	0.0	0.13085677	0.0	0.0	0.85711396	0.0	0.0	0.0	0.0	0.011156988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	8	alexis_sacken_1910_008.txt	alexis	sacken	1910	0.0	0.3808406	0.0	0.0	0.14716679	0.0	0.0	0.4710328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	9	alexis_sacken_1910_009.txt	alexis	sacken	1910	0.19784527	0.08669554	0.0	0.0	0.714605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	10	alexis_sacken_1910_010.txt	alexis	sacken	1910	0.0	0.3104342	0.0	0.0	0.5110291	0.0	0.0	0.0	0.1776011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	11	alexis_sacken_1910_011.txt	alexis	sacken	1910	0.0	0.48841807	0.0	0.0	0.37430024	0.0	0.13633648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	12	alexis_sacken_1910_012.txt	alexis	sacken	1910	0.0	0.5566117	0.0	0.0	0.106285475	0.0	0.0	0.0	0.0	0.0	0.33610657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	13	alexis_sacken_1910_013.txt	alexis	sacken	1910	0.0	0.8156262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1749434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	14	alexis_sacken_1910_014.txt	alexis	sacken	1910	0.0	0.43470654	0.0	0.0	0.29122064	0.0	0.0	0.04810847	0.0	0.22511162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	15	alexis_sacken_1910_015.txt	alexis	sacken	1910	0.0	0.44768783	0.0	0.0	0.38512853	0.0	0.020641379	0.0	0.14558716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	16	alexis_sacken_1910_016.txt	alexis	sacken	1910	0.0	0.22459315	0.0	0.0	0.7744331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	17	alexis_sacken_1910_017.txt	alexis	sacken	1910	0.0	0.18596898	0.0	0.0	0.5009944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3121288	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	18	alexis_sacken_1910_018.txt	alexis	sacken	1910	0.0	0.02708933	0.0	0.0	0.6325064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33954874	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	19	alexis_sacken_1910_019.txt	alexis	sacken	1910	0.0	0.36395112	0.0	0.0	0.3398923	0.0	0.0	0.0	0.0	0.0	0.29516497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	20	alexis_sacken_1910_020.txt	alexis	sacken	1910	0.0	0.34051704	0.0	0.0	0.46445927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19403523	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	21	alexis_sacken_1910_021.txt	alexis	sacken	1910	0.0	0.24698894	0.0	0.0	0.46730685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28481236	0.0	0.0	0.0	0.0	0.0	0.0
22	22	alexis_sacken_1910_022.txt	alexis	sacken	1910	0.0	0.12130837	0.0	0.0	0.57035977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30754414	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	23	alexis_sacken_1910_023.txt	alexis	sacken	1910	0.0	0.9304575	0.0	0.0	0.06856696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	24	alexis_sacken_1910_024.txt	alexis	sacken	1910	0.26679403	0.724149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	25	alexis_sacken_1910_025.txt	alexis	sacken	1910	0.0	0.6506977	0.0	0.0	0.08073563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26759893	0.0	0.0	0.0	0.0	0.0
26	26	alexis_sacken_1910_026.txt	alexis	sacken	1910	0.0	0.602267	0.0	0.0	0.26600763	0.0	0.1307708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	27	alexis_sacken_1910_027.txt	alexis	sacken	1910	0.0	0.0879462	0.0	0.0	0.58623767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32493046	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	28	alexis_sacken_1910_028.txt	alexis	sacken	1910	0.0	0.44424582	0.0	0.0	0.4493234	0.0	0.0	0.0	0.0	0.0	0.0	0.095793694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	29	alexis_sacken_1910_029.txt	alexis	sacken	1910	0.0	0.43888044	0.0	0.0	0.56016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	30	alexis_sacken_1910_030.txt	alexis	sacken	1910	0.0	0.9068935	0.0	0.0	0.038415205	0.0	0.0	0.0	0.0	0.0	0.053691752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	31	alexis_sacken_1910_031.txt	alexis	sacken	1910	0.0	0.41935787	0.0	0.0	0.2594892	0.0	0.0	0.0	0.0	0.0	0.32029083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	32	alexis_sacken_1910_032.txt	alexis	sacken	1910	0.0	0.6838049	0.0	0.0	0.020558225	0.29470935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	33	alexis_sacken_1910_033.txt	alexis	sacken	1910	0.0	0.21306014	0.0	0.0	0.5343289	0.0	0.0	0.0	0.0	0.0	0.25176084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	34	alexis_sacken_1910_034.txt	alexis	sacken	1910	0.0	0.66367304	0.0	0.0	0.016266506	0.0	0.0	0.0	0.0	0.0	0.3191565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	35	alexis_sacken_1910_035.txt	alexis	sacken	1910	0.0	0.3501741	0.0	0.0	0.40100545	0.0	0.0	0.0	0.0	0.24794056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	36	alexis_sacken_1910_036.txt	alexis	sacken	1910	0.0	0.11534457	0.0	0.0	0.807351	0.0	0.0	0.0	0.0	0.0	0.07644227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	37	alexis_sacken_1910_037.txt	alexis	sacken	1910	0.33155742	0.117179565	0.0	0.0	0.54059386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	38	alexis_sacken_1910_038.txt	alexis	sacken	1910	0.0	0.15081623	0.0	0.0	0.63372606	0.0	0.0	0.0	0.21458419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	39	alexis_sacken_1910_039.txt	alexis	sacken	1910	0.0	0.0	0.0	0.35532638	0.63760674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	40	alexis_sacken_1910_040.txt	alexis	sacken	1910	0.0	0.0	0.0	0.0	0.83549243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15851504	0.0	0.0	0.0	0.0	0.0
41	41	alexis_sacken_1910_041.txt	alexis	sacken	1910	0.0	0.14761658	0.3144437	0.0	0.53701377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	42	alexis_sacken_1910_042.txt	alexis	sacken	1910	0.0	0.43547362	0.0	0.0	0.28139284	0.0	0.2821722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	43	alexis_sacken_1910_043.txt	alexis	sacken	1910	0.0	0.280655	0.0	0.0	0.4617157	0.25683138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	44	alexis_sacken_1910_044.txt	alexis	sacken	1910	0.0	0.773249	0.0	0.0	0.065397784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16032903	0.0	0.0	0.0	0.0
45	45	alexis_sacken_1910_045.txt	alexis	sacken	1910	0.0	0.84480405	0.0	0.0	0.15414928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	46	alexis_sacken_1910_046.txt	alexis	sacken	1910	0.0	0.55743355	0.0	0.0	0.17170382	0.0	0.26967996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	47	andolt_nacht_1910_000.txt	andolt	nacht	1910	0.0	0.45811063	0.227774	0.0	0.012157575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30110538	0.0	0.0	0.0
48	48	andolt_nacht_1910_001.txt	andolt	nacht	1910	0.0	0.5029534	0.0	0.0	0.11289831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37338266	0.0	0.0	0.0	0.0	0.0
49	49	andolt_nacht_1910_002.txt	andolt	nacht	1910	0.01196625	0.36828363	0.0	0.0	0.40313357	0.0	0.0	0.0	0.0	0.0	0.21580513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	50	andolt_nacht_1910_003.txt	andolt	nacht	1910	0.0	0.56753767	0.0	0.0	0.27150294	0.0	0.0	0.1372776	0.0	0.0	0.0	0.0	0.0	0.02288699	0.0	0.0	0.0	0.0	0.0	0.0
51	51	andolt_nacht_1910_004.txt	andolt	nacht	1910	0.0	0.19839622	0.0	0.0	0.8006545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	52	andolt_nacht_1910_005.txt	andolt	nacht	1910	0.0	0.24708566	0.0	0.0	0.5476059	0.20450997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	53	andolt_nacht_1910_006.txt	andolt	nacht	1910	0.0	0.4831855	0.0	0.2237474	0.2922398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	54	andolt_nacht_1910_007.txt	andolt	nacht	1910	0.0	0.2575167	0.0	0.0	0.41768673	0.0	0.0	0.0	0.0	0.0	0.0	0.04766052	0.2763503	0.0	0.0	0.0	0.0	0.0	0.0	0.0
