	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2008887082338333	0.0	0.0	0.0	0.0	0.09399785846471786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031136343255639076	0.0	0.04087625443935394	0.0	0.053687237203121185	0.0	0.4623296558856964	0.0	0.10400201380252838	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07612666487693787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0482366681098938	0.0	0.871041476726532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05528019741177559	0.0	0.0	0.08676236122846603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8439056277275085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.030822698026895523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0229489803314209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07090084254741669	0.0	0.0	0.0	0.0	0.0	0.8698903322219849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.05194529891014099	0.026764895766973495	0.0	0.0	0.0	0.0	0.0	0.0	0.0847361758351326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2123405784368515	0.018854130059480667	0.0	0.551445484161377	0.035263512283563614	0.0	0.0	0.0	0.0	0.0	0.0	0.014079079031944275	0.0
5	0.0	0.0	0.0	0.10792041569948196	0.0	0.0	0.0	0.0	0.0	0.0	0.04474033787846565	0.0	0.0	0.0	0.09596700221300125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02444525621831417	0.0	0.0	0.0	0.6352283954620361	0.0	0.03115687519311905	0.0561162605881691	0.0	0.0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03333378955721855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11296381056308746	0.0	0.04478978365659714	0.0	0.0	0.8036934733390808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9944884181022644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05872803181409836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045204419642686844	0.0	0.0	0.0	0.0	0.0	0.8903301954269409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04215054214000702	0.014705464243888855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8420259356498718	0.0	0.09666790068149567	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.16485711932182312	0.0	0.0	0.0	0.0	0.0	0.0	0.02573927864432335	0.0	0.0	0.0	0.0	0.0	0.0	0.07016965746879578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15171898901462555	0.0	0.11773430556058884	0.0	0.0	0.0	0.41350066661834717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051298074424266815
