	idno	univ	year	date	title	count	0	2	4	1	3	6	7	9	8	5
891	cu2206	CUHK	2016	2016-03-08	An Open Letter from the University Dean of Students	1	0.53383344	0.0	0.0	0.0	0.23987132	0.0	0.0	0.22287731	0.0	0.0
892	pu1607	PolyU	2008	2008-12-01	PolyU wins four awards in IENA Exhibition of Germany	1	0.8632506	0.0	0.1338343	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893	cu1437	CUHK	2012	2012-11-22	CUHK Pioneers Innovative Bioimpedance Spectroscopy for Early Assessment of Cardiovascular Risks of End Stage Renal Failure Patients 	1	0.0	0.8492085	0.0	0.029988406	0.0	0.11837837	0.0	0.0	0.0	0.0
894	pu2593	PolyU	2013	2013-08-29	PolyU names classroom after Mr Clement Cheuk	1	0.88462794	0.0	0.08180118	0.0	0.0	0.0	0.032390647	0.0	0.0	0.0
895	cu2173	CUHK	2016	2016-01-25	CUHK Launches Hong Kong’s First Pilot Integrative Medicine Programme in Multiple Sclerosis  for Managing Cognitive Symptoms, Relieving Fatigue, and Disease Control	1	0.87660855	0.0	0.08669031	0.0	0.0	0.0	0.0355655	0.0	0.0	0.0
896	pu2220	PolyU	2012	2012-01-05	PolyU confers University Fellowship on six distinguished personalities	1	0.0	0.9958486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897	pu2586	PolyU	2013	2013-08-19	PolyU extends collaboration with GDCIQ to nurture food safety talents	1	0.094637595	0.0	0.9019318	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898	hu1148	HKU	2015	2015-09-01	Convocation of The University of Hong Kong (HKU Convocation) Extraordinary General Meeting (updated to 9:45pm)	1	0.16578849	0.0	0.0	0.050613083	0.36735407	0.026036035	0.0	0.38952908	0.0	0.0
899	cu2286	CUHK	2016	2016-06-15	A Second Gravitational Wave Event Identified Opens Up New Horizons in Astronomy	1	0.17429584	0.82320964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900	hu1289	HKU	2014	2014-10-08	HKU announces 2014 Q4 HK Macroeconomic Forecast	1	0.11128225	0.0	0.20418172	0.0	0.52326137	0.0	0.0	0.15868145	0.0	0.0
901	hu0579	HKU	2016	2016-03-17	New study of HKU marine ecologist and wildlife trade monitoring network TRAFFIC highlights scale of illegal and unreported Humphead Wrasse trade into and through HK 	1	0.6951569	0.30142203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902	pu1821	PolyU	2003	2003-12-15	PolyU-made space tool set for festive landing	1	0.0	0.44872898	0.0	0.54681116	0.0	0.0	0.0	0.0	0.0	0.0
903	cu2107	CUHK	2015	2015-10-24	CUHK Orientation Day for Undergraduate Admissions Draws 65 Thousand Visitors 	1	0.7025306	0.0	0.0	0.09896764	0.12746269	0.06973706	0.0	0.0	0.0	0.0
904	pu2555	PolyU	2013	2013-07-08	PolyU Launches Tomorrow's Guestrooms at Hotel ICON	1	0.26333478	0.0	0.0	0.49333718	0.0	0.0	0.24237183	0.0	0.0	0.0
905	cu0629	CUHK	2008	2008-01-17	CUHK Architecture Students Receive Honors for Environmental Design	1	0.0	0.99619925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
906	cu1872	CUHK	2014	2014-09-07	CUHK Hosts First White Coat Inauguration Ceremony Over 200 Medical Freshmen Pledge to Uphold Medical Professionalism	1	0.0	0.0	0.09816895	0.14401759	0.0	0.0	0.5524914	0.0	0.14889346	0.05509183
907	pu2726	PolyU	2014	2014-05-05	PolyU wins top prizes in Geneva's Invention Expo	1	0.19940622	0.24067454	0.4993835	0.0	0.041282967	0.017335895	0.0	0.0	0.0	0.0
908	pu2487	PolyU	2013	2013-03-27	PolyU seeks to boost tourism development with Tourist Satisfaction and Tourism Service Quality Indices	1	0.25477356	0.5494249	0.0	0.0	0.15120377	0.04342725	0.0	0.0	0.0	0.0
909	cu2103	CUHK	2015	2015-10-21	CUHK introduces innovative ideas to promote waste reduction and recycling	1	0.0	0.5866493	0.0	0.40628353	0.0	0.0	0.0	0.0	0.0	0.0
910	cu1909	CUHK	2014	2014-10-27	CUHK and Shun Hing Group Present Lecture by Renowned Filmmaker Sylvia Chang 'Failure is the Nutrient of Success' Live Webcast Available for Public	1	0.08785603	0.0	0.12178036	0.2884584	0.0	0.32924548	0.016370626	0.15528415	0.0	0.0
911	pu6145	PolyU	2015	2015-09-23	PolyU develops novel eco high performance energy storage device	1	0.086457275	0.6239774	0.0	0.0	0.0	0.0	0.2829102	0.0	0.0	0.0
912	cu3537	CUHK	2006	2006-11-24	Six Distinguished Persons Honored by CUHK          	1	0.0	0.0	0.0	0.017221646	0.0	0.073371045	0.0	0.90695554	0.0	0.0
913	cu3045	CUHK	2005	2005-05-12	Top Economists to Speak at Sun Hung Kai Properties Nobel Laureates Distinguished Lectures 	1	0.03229585	0.0	0.023733001	0.0	0.0	0.030853976	0.05929237	0.85171115	0.0	0.0
914	pu0694	PolyU	2006	2006-10-17	PolyU-affiliated HKCC and SPEED send forth 2,300 graduates	1	0.5180884	0.061230972	0.28048626	0.0	0.0	0.0	0.13803673	0.0	0.0	0.0
915	pu0796	PolyU	2007	2007-03-09	PolyU puts first International Lingerie Forum on stage	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9912753	0.0
916	pu1719	PolyU	2006	2006-01-20	PolyU and CAS's Academy of Mathematics and System Sciences co-found the Joint Research Institute	1	0.2767228	0.0	0.0	0.0	0.0302658	0.0	0.0	0.690782	0.0	0.0
917	pu1793	PolyU	2004	2004-09-16	PolyU study affirms effectiveness of Ortho-k lenses for children	1	0.17521857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81872594	0.0
918	pu2089	PolyU	2011	2011-04-19	"PolyU gains support from Philips to organize ""Product and Technology Design Competition"""	1	0.4970108	0.0	0.0	0.42903668	0.07173238	0.0	0.0	0.0	0.0	0.0
919	cu0077	CUHK	2010	2010-01-18	24th Founder’s Day Celebration Ceremony of CUHK Shaw College	1	0.59423614	0.0	0.2686427	0.0	0.0	0.0	0.1345158	0.0	0.0	0.0
920	pu1557	PolyU	2006	2006-07-25	SPEED partners with Canada's largest college to train forensic accountants	1	0.0	0.30469602	0.0	0.4617627	0.0	0.0	0.22265749	0.0	0.0	0.0
921	pu1130	PolyU	2009	2009-03-19	PolyU stages large-scale Job Fair 2009	1	0.0	0.0	0.0	0.0	0.0	0.1083742	0.8887869	0.0	0.0	0.0
922	cu1030	CUHK	2011	2011-05-17	CUHK Department of Japanese Studies Marks its 20th Anniversary First Ever Interdisciplinary Streams Launched in Japanese Studies in HK 	1	0.0	0.15232319	0.27750325	0.5644796	0.0	0.0	0.0	0.0	0.0	0.0
923	pu6220	PolyU	2016	2016-05-30	PolyU develops the first computerized haptic system in nursing education for Nasogastric Tube Placement Training in Hong Kong	1	0.13167799	0.10148462	0.09193876	0.49449557	0.07210141	0.0	0.10766206	0.0	0.0	0.0
924	pu6050	PolyU	2014	2014-11-07	PolyU brought masterpieces by Spanish artist Cristobal Gabarron to campus	1	0.0	0.0	0.09573311	0.0	0.0	0.0	0.0	0.9018588	0.0	0.0
925	hu0726	HKU	2010	2010-06-21	HKU sees over 9,000 applicants from the Mainland for the year 2010 / 2011	1	0.0	0.0	0.0	0.0	0.2128172	0.02910332	0.75563025	0.0	0.0	0.0
926	pu2673	PolyU	2014	2014-01-17	287 dedicated PolyU staff members honoured for long service	1	0.36732775	0.3492823	0.28162044	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927	pu0324	PolyU	2004	2004-05-25	PolyU to host first International Vision Rehabilitation Symposium	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99327093	0.0
928	pu2140	PolyU	2011	2011-08-31	Industry leaders share their thoughts with PolyU freshmen	1	0.63405013	0.0	0.25432172	0.11043606	0.0	0.0	0.0	0.0	0.0	0.0
929	pu2417	PolyU	2012	2012-12-14	PolyU honours outstanding staff members	1	0.0	0.0	0.27493897	0.0	0.0	0.0	0.20337011	0.0	0.51877874	0.0
930	cu3579	CUHK	2003	2003-10-28	CUHK Achieves World Highest Resolution Virtual Human	1	0.038352508	0.037466075	0.0	0.0	0.0	0.0	0.7213819	0.1955773	0.0	0.0
931	pu2519	PolyU	2013	2013-04-16	PolyU wins Gold Award in Web Accessibility Recognition Scheme	1	0.10964753	0.0	0.7712302	0.0	0.0	0.0	0.0	0.0	0.0	0.10758467
932	cu0953	CUHK	2011	2011-01-15	Kick-off Ceremony for CUHK Chung Chi College 60th Anniversary and Faculty of Medicine 30th Anniversary Held Today	1	0.292079	0.0	0.0	0.13042998	0.14632428	0.43002346	0.0	0.0	0.0	0.0
933	cu3756	CUHK	2006	2006-03-31	Chronic Physical Pain and Depression in Hong Kong	1	0.14999826	0.0	0.0	0.76720285	0.0	0.0	0.0756298	0.0	0.0	0.0
934	hu0992	HKU	2012	2012-11-05	Incident Report of University Health Service Dental Unit Update	1	0.30122918	0.0	0.18883371	0.44678685	0.0	0.0	0.061472964	0.0	0.0	0.0
935	cu1615	CUHK	2013	2013-08-29	Thousands of Freshmen Joined CUHK’s Orientation Activities Encourage voluntary services and promote green education	1	0.26027158	0.050728615	0.19584909	0.27761832	0.21454239	0.0	0.0	0.0	0.0	0.0
936	cu1989	CUHK	2015	2015-03-12	Three Distinguished Scholars from CASS to Share Latest Development in Urbanization, Social Mentality and Linguistics Research at CUHK All are Welcome	1	0.028641945	0.8827104	0.0	0.0	0.08657562	0.0	0.0	0.0	0.0	0.0
937	pu1876	PolyU	2010	2010-04-21	PolyU and the HKAGE launch gifted programmes for New Senior Secondary students	1	0.0	0.06784381	0.0	0.15745889	0.0	0.0	0.7726991	0.0	0.0	0.0
938	hu0351	HKU	2003	2003-02-07	HKU Launches Report on Governance and Management Review	1	0.49149156	0.0	0.0	0.2376183	0.0	0.0	0.2674226	0.0	0.0	0.0
939	cu3609	CUHK	2005	2005-09-03	83 Kindergartens Join CUHK¡¦s Healthy Schools (Pre-school) Award Scheme	1	0.082299314	0.7639585	0.037032515	0.0	0.11568972	0.0	0.0	0.0	0.0	0.0
940	cu2019	CUHK	2015	2015-04-28	CUHK Reveals Hepatitis B Prevalence Among Pregnant Women Remains High  Despite More Than 25 Years of Universal Hepatitis B Vaccination	1	0.0	0.0	0.034510817	0.0	0.10646392	0.0	0.0	0.0	0.0	0.8572392
941	pu0309	PolyU	2004	2004-07-19	PolyU proves top player in engineering research	1	0.099399775	0.47425485	0.12776281	0.0	0.045638997	0.0	0.0	0.0	0.0	0.25161958
942	pu1828	PolyU	2003	2003-11-06	PolyU mathematics professor scores world honour	1	0.9956187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943	hu1223	HKU	2008	2008-11-04	Chris Patten in Dialogue with HKU Community	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99306417	0.0
944	pu1636	PolyU	2008	2008-10-14	PolyU study reflects the need to improve service quality of HK's retail sector	1	0.14296526	0.26775956	0.0	0.48016378	0.0	0.0	0.10492062	0.0	0.0	0.0
945	pu6147	PolyU	2015	2015-09-25	PolyU J.C.DISI kicked off 10DAYFEST 	1	0.45975366	0.0	0.0	0.0	0.24980003	0.0	0.0	0.28767645	0.0	0.0
946	cu0919	CUHK	2010	2010-12-16	The Chinese University of Hong Kong Holds its 68th Congregation for the Installation of New Vice-Chancellor and Conferment of Degrees	1	0.05653418	0.26227048	0.07580856	0.5809212	0.0	0.0	0.0	0.02355989	0.0	0.0
947	cu2319	CUHK	2016	2016-08-11	CUHK Hosts Harvard University's Largest Conference in Asia Pacific for 500 Students from over 60 Countries 	1	0.0	0.0	0.0	0.0	0.0	0.0	0.19315213	0.0	0.36978692	0.43043232
948	cu2056	CUHK	2015	2015-07-21	CUHK Jockey Club Initiative Gaia Forum on ‘Green Economy and Technology’ Open for Public Registration	1	0.013438151	0.0	0.0	0.0	0.0	0.0	0.0973135	0.8875338	0.0	0.0
949	cu0990	CUHK	2011	2011-03-16	CUHK School of Life Sciences Research  Paves Way for Development of Better Biotech Enzymes 	1	0.19914627	0.24737558	0.0	0.52147263	0.0	0.0	0.0	0.0	0.029012596	0.0
950	hu1307	HKU	2015	2015-04-14	Ten distinguished scholars receive Croucher Innovation and Senior Research Fellowship Awards	1	0.25956452	0.0	0.16185494	0.15297197	0.0	0.0	0.42207828	0.0	0.0	0.0
951	cu1449	CUHK	2012	2012-12-06	The Chinese University of Hong Kong Holds its 72nd Congregation for the Conferment of Degrees 	1	0.32658818	0.51843566	0.0	0.14681926	0.0	0.0	0.0	0.0	0.0	0.0
952	hu0995	HKU	2011	2011-11-28	HKU Medical Faculty holds the Faculty Graduation and Prize Presentation Ceremony 2011	1	0.29411235	0.33677214	0.22650473	0.0	0.14125176	0.0	0.0	0.0	0.0	0.0
953	cu2129	CUHK	2015	2015-11-18	32 Cross-strait Universities Sign Agreement to Promote Academic Chinese An Initiative Led by CUHK, PKU, NJU, SJTU and NTU	1	0.14718746	0.40366948	0.1793868	0.055249915	0.026839336	0.051263414	0.1361194	0.0	0.0	0.0
954	cu0412	CUHK	2008	2008-04-08	SHKP and CUHK jointly invite Nobel laureates in Medicine and Economic Sciences to lecture in Hong Kong  Free tickets available	1	0.24346802	0.0	0.6622345	0.048037313	0.0	0.0	0.0	0.0	0.045156516	0.0
955	pu1043	PolyU	2008	2008-10-17	PolyU to promote continuous dialogue between Chinese and European societies	1	0.0	0.0	0.0	0.0	0.0	0.0	0.15414551	0.8423605	0.0	0.0
956	cu1962	CUHK	2015	2015-01-29	Bank of America Merrill Lynch Collaborates with CUHK Art Museum to Preserve 30 Works by the Late Lui Shou-kwan	1	0.0	0.52274466	0.0	0.12803686	0.0956555	0.0	0.0	0.0	0.25181267	0.0
957	cu0168	CUHK	2009	2009-09-17	Ambassador of Japan to Greece Takanori Kitamura Lectured at CUHK on EU Experience of Integration and East Asian Overtures	1	0.0	0.0	0.0	0.0	0.39519334	0.38614798	0.0	0.21554482	0.0	0.0
958	pu2236	PolyU	2012	2012-01-30	PolyU attracts aces from places	1	0.7708349	0.0	0.0	0.2265758	0.0	0.0	0.0	0.0	0.0	0.0
959	pu1654	PolyU	2007	2007-12-17	PolyU researchers win top prizes in Brussels Eureka Fair	1	0.24691446	0.13195226	0.0	0.0	0.0	0.0	0.2560814	0.36302003	0.0	0.0
960	hu0492	HKU	2010	2010-04-27	Leading Chinese journalist Hu Shuli expresses optimism about China media	1	0.056088086	0.0	0.0	0.17055754	0.17237875	0.5580146	0.0	0.0	0.0	0.04196851
961	cu2265	CUHK	2016	2016-05-17	CUHK Jointly Discovers New Therapeutic Solution for Minor Stroke in Global Study with over 30 Countries	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99671566	0.0	0.0
962	cu3523	CUHK	2003	2003-06-23	Meeting the Challenge of Hong Kong Healthy Schools Award Scheme	1	0.2895911	0.0	0.0	0.646093	0.0	0.0	0.0	0.0	0.06074623	0.0
963	pu6103	PolyU	2015	2015-04-13	PolyU hosts The CAE-HKAES Joint Summit on Innovation and Technology Industry in Hong Kong and the Pearl River Delta	1	0.0	0.77614313	0.0	0.0	0.121531464	0.0	0.10030869	0.0	0.0	0.0
964	cu2272	CUHK	2016	2016-05-26	The Chinese University of Hong Kong Holds 80th Congregation for the Conferment of Degrees	1	0.6126173	0.38592157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965	pu1069	PolyU	2008	2008-11-20	PolyU pays tribute to five distinguished Chinese scholars	1	0.115535825	0.0	0.41032416	0.0	0.0	0.395587	0.0	0.07705296	0.0	0.0
966	pu1579	PolyU	2009	2009-04-06	PolyU makes great strides in developing cancer drugs	1	0.4238279	0.0	0.37670386	0.1797092	0.0	0.0	0.0	0.0	0.01891703	0.0
967	cu3714	CUHK	2005	2005-09-22	Mr. Alex Yasumoto Donates HK$100 Million to the Chinese University	1	0.0	0.13800289	0.0	0.8579722	0.0	0.0	0.0	0.0	0.0	0.0
968	pu2577	PolyU	2013	2013-07-25	Secondary students showcase innovations at PolyU Engineering Summer Camp	1	0.0	0.0	0.27548844	0.0	0.0	0.0	0.0	0.0	0.7211493	0.0
969	pu0966	PolyU	2008	2008-03-18	PolyU &amp; University of Texas at Dallas jointly organise Risk Management Forum	1	0.0	0.32394722	0.4142855	0.0	0.09894563	0.0	0.15615433	0.0	0.0	0.0
970	cu1828	CUHK	2014	2014-06-11	CUHK Department of Cultural and Religious Studies Celebrates 10th Anniversary Renowned Speakers to Review Development of Cultural Studies	1	0.0	0.0	0.08645406	0.0	0.8822671	0.0	0.0	0.0	0.0	0.029630277
971	hu1376	HKU	2015	2015-12-10	 “Illustrious Illuminations: Christian Manuscripts from the High Gothic to the High Renaissance (1250-1500)” An exhibition of 40 exquisite selections of illuminated manuscripts and sculptures 	1	0.557649	0.3962249	0.0	0.045001697	0.0	0.0	0.0	0.0	0.0	0.0
972	cu1638	CUHK	2013	2013-09-30	CUHK and Shun Hing Group Present the Lecture Series in Arts and Humanities Renowned Sculptor Prof. Wu Weishan to Share the Cultural Perspective on his Sculpture - Open for Public Registration	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9929928	0.0
973	pu2293	PolyU	2012	2012-04-30	Government, Industry and PolyU Coorganize Seminar on Qualifications Framework and Logistics Manpower	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99533445	0.0
974	cu1707	CUHK	2013	2013-12-05	CUHK Professor Junsen Zhang Elected Fellow of Econometric Society	1	0.5806324	0.37464744	0.0	0.043627597	0.0	0.0	0.0	0.0	0.0	0.0
975	cu1005	CUHK	2011	2011-04-05	CUHK Provost Professor Benjamin W. Wah Receives Distinguished Alumni Award in Computer Science from UC Berkeley	1	0.4375347	0.14165466	0.07528179	0.0	0.14484431	0.12228555	0.026349725	0.05120003	0.0	0.0
976	cu0059	CUHK	2010	2010-02-06	CUHK Signs MOU with Shenzhen Government to Explore the Establishment of CUHK Campus in Shenzhen	1	0.057317767	0.2631736	0.42613986	0.25193027	0.0	0.0	0.0	0.0	0.0	0.0
977	pu6099	PolyU	2015	2015-04-01	PolyU licenses the technology of the anti-heat stress construction uniform to CIC	1	0.19196804	0.5417819	0.0	0.0	0.0	0.0	0.26253107	0.0	0.0	0.0
978	hu1006	HKU	2016	2016-04-18	Two HKU chemists receive Croucher Innovation Award and Senior Research Fellowship 2016 	1	0.1823277	0.5011693	0.15432881	0.040977065	0.0	0.0	0.12007977	0.0	0.0	0.0
979	hu0628	HKU	2010	2010-04-13	The Fourth Inauguration of Endowed Professorships at HKU	1	0.0	0.045128178	0.0	0.5113718	0.24554853	0.19568408	0.0	0.0	0.0	0.0
980	pu2003	PolyU	2010	2010-11-17	PolyU partners with China Academy of Space Technology to build Joint Lab	1	0.08844906	0.90727997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981	pu1780	PolyU	2005	2005-01-04	BRE Index reflects sustained momentum in property market	1	0.22279374	0.07567153	0.32086346	0.0	0.0	0.19127579	0.0	0.18805265	0.0	0.0
982	cu0714	CUHK	2007	2007-03-06	Air Pollution Increases Hospital Admissions for Patients with Chronic Obstructive Pulmonary Disease in Hong Kong	1	0.0	0.089820355	0.0	0.43131503	0.10389287	0.37264824	0.0	0.0	0.0	0.0
983	hu0577	HKU	2011	2011-04-11	Former US Treasury Secretary Hank Paulson speaks at HKU on “Global Economic Outlook and China US Economic Relations”	1	0.11162093	0.4128091	0.0	0.45113274	0.0	0.0	0.021715993	0.0	0.0	0.0
984	pu2660	PolyU	2013	2013-12-05	PolyU pays tribute to Professor Pai Hsien-yung	1	0.8547319	0.0	0.0	0.0	0.0	0.0	0.0	0.14376608	0.0	0.0
985	hu0199	HKU	2005	2005-03-08	Special Seminar on Marine Science Student Sponsorship Programme 2005 (Press Invitation)	1	0.0	0.0	0.047664896	0.35139486	0.43023568	0.0	0.1688556	0.0	0.0	0.0
986	pu2375	PolyU	2012	2012-10-17	PolyU names lecture theatre after Fiona Cheung Sum Yu	1	0.9943825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987	cu1210	CUHK	2011	2011-12-13	CUHK Department of Economics and Department of Educational Administration and Policy Jointly Present 'International Symposium on the Economics of Education' Education Sector and Public are Welcome 	1	0.62179077	0.22411923	0.0	0.0	0.03713455	0.0	0.0	0.113487065	0.0	0.0
988	hu1138	HKU	2006	2006-08-18	Response to media enquiries	1	0.42464882	0.03373662	0.24753208	0.0	0.0	0.123210885	0.0	0.16945724	0.0	0.0
989	hu0536	HKU	2011	2011-07-05	New Publication by HKU Paediatricians : ‘Allergic Rhinitis – The Paediatric Disease You Must Learn’	1	0.34068698	0.05820824	0.24510333	0.0	0.22829111	0.0	0.11179059	0.0	0.015529027	0.0
990	cu1871	CUHK	2014	2014-09-03	CUHK Researchers Help Cooling Chinese Cities	1	0.48289043	0.19027878	0.011051079	0.0	0.31471264	0.0	0.0	0.0	0.0	0.0
991	pu2247	PolyU	2012	2012-02-17	PolyU President hosts Lunar New Year Luncheon for Development Foundation members	1	0.06844744	0.0	0.6160545	0.29651293	0.0	0.0	0.0	0.0	0.018141096	0.0
992	pu2372	PolyU	2012	2012-10-13	PolyU presents Mainland Programme Graduates Distinguished Achievement Awards	1	0.0	0.9955682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993	pu1191	PolyU	2009	2009-08-04	PolyU opens new dimension for students	1	0.0	0.98820835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
994	pu1061	PolyU	2008	2008-11-13	PolyU study affirms importance of English in the professional world	1	0.05661938	0.94130296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
995	cu2289	CUHK	2016	2016-06-26	The Library Extension Wins the FuturArc Green Leadership Award	1	0.0	0.0	0.0	0.0	0.0	0.37672794	0.09602993	0.52418566	0.0	0.0
996	pu2318	PolyU	2012	2012-07-03	PolyU presents MA Graduation Fashion Show at Hong Kong Fashion Week	1	0.23018703	0.0	0.4692337	0.2629594	0.03343846	0.0	0.0	0.0	0.0	0.0
997	cu0931	CUHK	2010	2010-10-28	CUHK Research Shows that Language Games will Promote Children’s Chinese Reading Skills	1	0.0	0.95522225	0.0	0.0	0.04147544	0.0	0.0	0.0	0.0	0.0
998	cu1557	CUHK	2013	2013-05-16	CUHK Received Four Ministry of Education Higher Education Outstanding Scientific Research Output Awards The Highest Share among Hong Kong Institutions	1	0.0	0.0	0.0	0.0	0.0	0.052479275	0.22723867	0.5516711	0.05682944	0.109085694
999	hu0193	HKU	2011	2011-11-16	Public Talk on Inspiring Innovation: Creating the Future at MIT Media Lab	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99313456	0.0
1000	pu6118	PolyU	2015	2015-06-18	PolyU fashion design graduates stage Fashion Shows 2015 	1	0.0	0.3509161	0.0	0.0	0.0	0.02644399	0.16994064	0.0	0.44976968	0.0
1001	hu0667	HKU	2014	2014-09-04	Knowledge Exchange Awards 2014 of The University of Hong Kong	1	0.0	0.14162673	0.0	0.28408733	0.5700662	0.0	0.0	0.0	0.0	0.0
1002	cu1865	CUHK	2014	2014-08-22	CUHK to hold ‘Magic Carpet: Tin Shui Wai’ Moonlight Cinema at Tin Sau Bazaar to Re-envision Community Space	1	0.027711302	0.24743724	0.0	0.38512644	0.0	0.0	0.33840454	0.0	0.0	0.0
1003	pu1900	PolyU	2010	2010-06-03	"PolyU Design Show gives ""Food for Thought"""	1	0.5467404	0.42705294	0.0	0.02510028	0.0	0.0	0.0	0.0	0.0	0.0
1004	cu3461	CUHK	2004	2004-10-15	CUHK Researchers Solve the Mystery of Long-term Memory	1	0.6352482	0.16111821	0.0	0.0	0.04569607	0.0	0.13125688	0.024673007	0.0	0.0
1005	pu1868	PolyU	2010	2010-03-18	PolyU makes great strides in ultrasound diagnosis for breast cancer	1	0.236465	0.0	0.2732084	0.3950433	0.0	0.0	0.0	0.0	0.0	0.09251714
1006	hu0089	HKU	2013	2013-12-18	"""Effective Elder Abuse Interventions: Case Management vs Empowerment and Mediation"" research findings released"	1	0.56692797	0.40596294	0.0	0.026012938	0.0	0.0	0.0	0.0	0.0	0.0
1007	pu2032	PolyU	2011	2011-01-06	PolyU to hold Info Day for Taught Postgraduate Programmes	1	0.0	0.75160295	0.0	0.2026437	0.0	0.036715418	0.0	0.0	0.0	0.0
1008	hu0334	HKU	2016	2016-05-22	HKU Faculty of Engineering holds “Invention for Schools Contest”  Award Presentation Ceremony	1	0.0	0.0	0.9972357	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1009	cu1696	CUHK	2013	2013-11-26	CUHK and PolyU Jointly Introduce TeleStroke  for 24-hour Thrombolysis Service at Prince of Wales Hospital	1	0.111041464	0.0	0.0	0.0	0.0	0.076666854	0.0	0.8106054	0.0	0.0
1010	cu1870	CUHK	2014	2014-08-28	Thousands of Freshmen Joined CUHK’s Orientation Activities	1	0.05854685	0.6037874	0.3110466	0.0	0.0	0.0	0.0	0.0	0.023971146	0.0
1011	hu0272	HKU	2011	2011-03-06	CUHK wins Vice-Chancellor's Cup Soccer Match 2011	1	0.06389017	0.46760798	0.0	0.46694797	0.0	0.0	0.0	0.0	0.0	0.0
1012	pu1039	PolyU	2008	2008-10-07	International conference on design and emotion co-hosted by PolyU takes centre stage	1	0.0	0.4160407	0.18945177	0.0	0.38792843	0.0	0.0	0.0	0.0	0.0
1013	pu1207	PolyU	2009	2009-09-25	PolyU opens Virtual Campus in Second Life	1	0.12087669	0.0	0.0	0.70982766	0.16600962	0.0	0.0	0.0	0.0	0.0
1014	cu1890	CUHK	2014	2014-09-29	CUHK Establishes Territory’s First Institute of Integrative Medicine to Advocate New Model of Clinical Treatment	1	0.19025902	0.0	0.8080203	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1015	hu0197	HKU	2015	2015-05-14	FAMILY: A Jockey Club Initiative for a Harmonious Society Kick-off Ceremony of “FAMILY Holistic Health” cum Hong Kong Family and Health Information Trends Survey Press Conference	1	0.23704182	0.31730232	0.2646425	0.0	0.12808882	0.051499203	0.0	0.0	0.0	0.0
1016	pu1070	PolyU	2008	2008-11-21	Cross-institutional Study Offers Directions for Sustainable Development of Hong Kong's Construction Industry	1	0.0	0.99674374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1017	pu2736	PolyU	2014	2014-06-03	Inaugural Open-Studio Annual Show kicked off at PolyU Jockey Club Innovation Tower	1	0.6742407	0.0	0.0	0.32305676	0.0	0.0	0.0	0.0	0.0	0.0
1018	pu1224	PolyU	2009	2009-10-22	PolyU to host 4th Functional Food Symposium 	1	0.012196744	0.8876099	0.0	0.041423988	0.0	0.0	0.056995478	0.0	0.0	0.0
1019	hu1153	HKU	2003	2003-11-25	HKU to Hold Award Presentation Ceremony for Excellence in Teaching and Research (Press Invitation)	1	0.0	0.6281895	0.23513511	0.0	0.12719044	0.0	0.0	0.0	0.0	0.0
1020	pu2210	PolyU	2011	2011-11-19	Community Weather Information Network launches Community Weather Observing Scheme	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9912802	0.0
1021	hu0060	HKU	2010	2010-08-16	HKU Study Shows that Quitting Smoking Can Improve Erectile Dysfunction	1	0.0	0.0	0.0	0.0	0.0	0.4242742	0.0	0.5720536	0.0	0.0
1022	cu1595	CUHK	2013	2013-07-31	Survey Findings on Evaluation of Political Parties in Hong Kong Released by Hong Kong Institute of Asia-Pacific Studies at CUHK	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6692348	0.0	0.18547939	0.14233273
1023	pu6035	PolyU	2014	2014-10-04	PolyU President visits students at protest sites	1	0.7689423	0.17317127	0.0	0.056565262	0.0	0.0	0.0	0.0	0.0	0.0
