	topic	score
8	8	0.6878443180664778
9	9	0.6742091299099002
2	2	0.515346090146845
3	3	0.497407292258529
0	0	0.4961438387503521
4	4	0.4864684016576678
7	7	0.47916333281215584
6	6	0.4559421646210402
1	1	0.44943602933053384
5	5	0.40183550963382064
