	topic	score
8	8	0.8715870438428481
15	15	0.7237266536129205
9	9	0.6964846423759186
12	12	0.6646318994937206
13	13	0.6182896954200577
1	1	0.6015879668607467
16	16	0.5989246946949527
3	3	0.5834413095549017
4	4	0.5663910682955671
5	5	0.5277827671396134
0	0	0.5161713337860355
11	11	0.48762220553999613
10	10	0.4682766928933426
7	7	0.44154619526155764
18	18	0.40894448530285804
6	6	0.402822567251817
17	17	0.3459666848332906
19	19	0.3271162600636483
14	14	0.318023884030906
2	2	0.24863898048534971
