,author,title,gender,sizecat,canonicity,timeslot
FRA0041_Flaubert-119,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-120,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-121,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-122,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-123,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-124,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-125,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-126,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-127,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-128,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-129,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-130,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-131,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-132,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-133,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-134,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-135,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-136,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-137,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-138,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-139,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-140,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-141,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-142,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-143,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-144,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-145,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-146,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-147,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-148,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-149,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-150,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-151,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-152,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-153,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-154,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-155,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-156,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-157,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-158,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-159,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-160,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-161,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-162,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-163,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-164,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-165,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-166,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-167,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-168,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-169,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-170,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-171,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-172,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0041_Flaubert-173,"Flaubert, Gustave",L'Éducation sentimentale : ELTeC edition,M,long,high,T2
FRA0042_Flaubert-000,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-001,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-002,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-003,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-004,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-005,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-006,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-007,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-008,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-009,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-010,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-011,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-012,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-013,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-014,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-015,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-016,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-017,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-018,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-019,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-020,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-021,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-022,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-023,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-024,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-025,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-026,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-027,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-028,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-029,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-030,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-031,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-032,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-033,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-034,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-035,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-036,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-037,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-038,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-039,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-040,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-041,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-042,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-043,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-044,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-045,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-046,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-047,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-048,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-049,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-050,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-051,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-052,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-053,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-054,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-055,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-056,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-057,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-058,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-059,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-060,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-061,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-062,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-063,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-064,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-065,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-066,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-067,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-068,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-069,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-070,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-071,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-072,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-073,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-074,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-075,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-076,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-077,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-078,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-079,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-080,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-081,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-082,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-083,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-084,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-085,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-086,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-087,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-088,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-089,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-090,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-091,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-092,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-093,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-094,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-095,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-096,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-097,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-098,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-099,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-100,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-101,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-102,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-103,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-104,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-105,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-106,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-107,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-108,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-109,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-110,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-111,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-112,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-113,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-114,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-115,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-116,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-117,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-118,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-119,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-120,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-121,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0042_Flaubert-122,"Flaubert, Gustave",Sallambô : ELTeC edition,M,long,medium,T2
FRA0043_Loti-000,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-001,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-002,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-003,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-004,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-005,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-006,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-007,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-008,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-009,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-010,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-011,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-012,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-013,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-014,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-015,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-016,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-017,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-018,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-019,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-020,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-021,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-022,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-023,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-024,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-025,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-026,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-027,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-028,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-029,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-030,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-031,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-032,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-033,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-034,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-035,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-036,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-037,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-038,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-039,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-040,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-041,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-042,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-043,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-044,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-045,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-046,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-047,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-048,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-049,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-050,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-051,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-052,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-053,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-054,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-055,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-056,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-057,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0043_Loti-058,"Loti, Pierre",Aziyadé : Extrait des notes et lettres d'un lieutenant de la marine anglaise ,M,medium,high,T2
FRA0047_Loti-000,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-001,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-002,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-003,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-004,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-005,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-006,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-007,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-008,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-009,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-010,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-011,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-012,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-013,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-014,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-015,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
