,author,title,gender,sizecat,canonicity,timeslot
FRA0010_Ponson-046,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-047,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-048,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-049,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-050,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-051,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-052,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-053,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-054,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-055,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-056,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-057,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-058,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-059,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-060,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-061,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-062,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0010_Ponson-063,"Ponson du Terrail, Pierre Alexis",La baronne trépassée : ELTeC edition,M,medium,high,T1
FRA0012_Ponson-000,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-001,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-002,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-003,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-004,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-005,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-006,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-007,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-008,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-009,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-010,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-011,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-012,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-013,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-014,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-015,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-016,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-017,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-018,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-019,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-020,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-021,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-022,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-023,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-024,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-025,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-026,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-027,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-028,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-029,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-030,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-031,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-032,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-033,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-034,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-035,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-036,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-037,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-038,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-039,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-040,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-041,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-042,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-043,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-044,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-045,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-046,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-047,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-048,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-049,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-050,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-051,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-052,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-053,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-054,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-055,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-056,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-057,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-058,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-059,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-060,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-061,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-062,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-063,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-064,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-065,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-066,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0012_Ponson-067,"Ponson du Terrail, Pierre Alexis",La fée d’Auteuil : ELTeC edition,M,medium,low,T2
FRA0019_Daudet-000,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-001,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-002,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-003,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-004,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-005,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-006,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-007,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-008,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-009,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-010,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-011,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-012,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-013,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-014,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-015,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-016,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-017,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-018,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-019,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-020,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-021,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-022,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-023,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-024,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-025,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-026,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-027,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-028,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-029,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-030,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-031,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-032,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-033,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-034,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-035,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-036,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-037,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-038,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-039,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-040,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-041,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-042,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-043,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-044,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-045,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-046,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-047,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-048,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-049,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-050,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-051,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-052,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-053,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-054,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-055,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-056,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-057,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-058,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-059,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-060,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-061,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-062,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-063,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-064,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-065,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-066,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-067,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-068,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-069,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-070,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-071,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-072,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-073,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-074,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-075,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-076,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-077,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-078,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-079,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-080,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-081,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-082,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-083,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-084,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-085,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-086,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-087,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-088,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-089,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-090,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-091,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-092,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-093,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-094,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-095,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-096,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0019_Daudet-097,"Daudet, Alphonse",Numa Roumestan : Mœurs Parisiennes : ELTeC edition,M,medium,low,T3
FRA0020_Daudet-000,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-001,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-002,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-003,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-004,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-005,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-006,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-007,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-008,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-009,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-010,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-011,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-012,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-013,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-014,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-015,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-016,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-017,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-018,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-019,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-020,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-021,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-022,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-023,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-024,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-025,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-026,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-027,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-028,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-029,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-030,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-031,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-032,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-033,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-034,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-035,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-036,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-037,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-038,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-039,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-040,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-041,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-042,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-043,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-044,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-045,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-046,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
FRA0020_Daudet-047,"Daudet, Alphonse",Le petit chose : ELTeC edition,M,medium,high,T2
