	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	0.0	0.0	0.2620109021663666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4608438313007355	0.0	0.27545657753944397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0	0.47072553634643555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019943999126553535	0.5079249143600464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.14051158726215363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12700311839580536	0.0	0.0	0.6710852980613708	0.0	0.0	0.0	0.0	0.0	0.04620738700032234	0.0	0.0	0.0	0.0	0.0137472003698349	0.0
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49182718992233276	0.0	0.5065811276435852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5268588662147522	0.0	0.0	0.24939122796058655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22234107553958893
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15599046647548676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4891869127750397	0.0	0.0	0.0	0.0	0.0	0.0	0.34810858964920044	0.0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5116898417472839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48670142889022827	0.0	0.0
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.468648225069046	0.0	0.0	0.529766321182251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3787751793861389	0.0	0.0	0.0	0.0	0.0	0.0	0.6196202039718628	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14798429608345032	0.0	0.0	0.0	0.0	0.0	0.5879502892494202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2625352442264557
